id,cargo_type,commodity,quantity,origin,destination_port_id,laycan_start,laycan_end,contract_preference,required_vessel_type,loading_date,discharge_deadline,priority,contract_type,freight_rate,currency,charter_duration,special_requirements,created_at
125,Coking Coal,Semi-Soft Coking Coal,54100,"Port Hedland, Australia",8,2024-05-28,2024-06-02,Spot,Supramax,2024-06-01,2024-07-02,High,Spot,23.74,USD,30,Standard,2024-05-19T00:00:00Z
126,Thermal Coal,Non-Coking Coal Grade G1-G5,68400,"Maputo, Mozambique",1,2022-03-15,2022-03-22,Spot,Panamax,2022-03-19,2022-05-05,Normal,Spot,36.69,USD,50,Fast discharge required,2022-02-28T00:00:00Z
127,Iron Ore,Iron Ore Fines 62% Fe,56500,"Hay Point, Australia",2,2023-04-14,2023-04-19,CoA,Supramax,2023-04-16,2023-05-15,Urgent,CoA,26.14,USD,30,Standard,2023-03-28T00:00:00Z
128,Coking Coal,Hard Coking Coal,169400,"Norfolk, USA",1,2022-02-25,2022-03-04,CoA,Capesize,2022-02-28,2022-04-20,Normal,CoA,31.97,USD,50,Standard,2022-02-02T00:00:00Z
129,Limestone,Calcined Lime,69800,"Balikpapan, Indonesia",1,2024-10-09,2024-10-14,CoA,Panamax,2024-10-10,2024-10-28,Normal,CoA,13.06,USD,20,Standard,2024-09-13T00:00:00Z
130,Coking Coal,PCI Coal,142400,"Newcastle, Australia",1,2025-04-17,2025-04-27,CoA,Capesize,2025-04-22,2025-05-20,High,CoA,18.62,USD,30,Standard,2025-03-20T00:00:00Z
131,Limestone,SMS Grade Limestone,65300,"Norfolk, USA",1,2022-06-10,2022-06-17,Spot,Panamax,2022-06-16,2022-08-07,Normal,Spot,39.2,USD,50,Standard,2022-05-18T00:00:00Z
132,Coking Coal,Semi-Soft Coking Coal,155000,"Hay Point, Australia",1,2025-09-15,2025-09-22,Spot,Capesize,2025-09-18,2025-10-15,Normal,Spot,21.35,USD,30,Standard,2025-08-30T00:00:00Z
133,Iron Ore,Iron Ore Pellets,65300,"Gladstone, Australia",3,2023-02-01,2023-02-06,CoA,Panamax,2023-02-03,2023-03-02,Normal,CoA,24.73,USD,30,Self-unloader preferred,2023-01-10T00:00:00Z
134,Coking Coal,Hard Coking Coal,61400,"Tanjung Priok, Indonesia",6,2023-07-12,2023-07-22,Spot,Supramax,2023-07-18,2023-08-07,Normal,Spot,14.43,USD,20,Standard,2023-06-17T00:00:00Z
135,Coking Coal,PCI Coal,152200,"Newcastle, Australia",4,2023-08-07,2023-08-17,CoA,Capesize,2023-08-15,2023-09-14,Normal,CoA,20.04,USD,30,Standard,2023-07-10T00:00:00Z
136,Coking Coal,Hard Coking Coal,56900,"Maputo, Mozambique",8,2024-04-30,2024-05-05,Spot,Supramax,2024-05-02,2024-06-24,Normal,Spot,37.9,USD,50,Low moisture cargo,2024-04-11T00:00:00Z
137,Coking Coal,PCI Coal,60900,"Baltimore, USA",3,2023-06-20,2023-06-25,CoA,Supramax,2023-06-23,2023-08-11,Normal,CoA,38.73,USD,50,Standard,2023-06-06T00:00:00Z
138,Iron Ore,Iron Ore Pellets,68300,"Port Hedland, Australia",2,2024-05-22,2024-05-27,CoA,Panamax,2024-05-23,2024-06-24,Normal,CoA,25.07,USD,30,Standard,2024-05-14T00:00:00Z
139,Coking Coal,Semi-Soft Coking Coal,72000,"Baltimore, USA",1,2024-11-14,2024-11-21,Spot,Panamax,2024-11-16,2025-01-05,Normal,Spot,38.42,USD,50,Standard,2024-10-30T00:00:00Z
140,Limestone,Calcined Lime,65100,"Newcastle, Australia",3,2021-10-08,2021-10-15,Spot,Panamax,2021-10-11,2021-11-10,Normal,Spot,24.66,USD,30,Standard,2021-09-16T00:00:00Z
141,Coking Coal,PCI Coal,173000,"Samarinda, Indonesia",3,2023-06-06,2023-06-13,Spot,Capesize,2023-06-09,2023-06-26,High,Spot,14.8,USD,20,Self-unloader preferred,2023-05-22T00:00:00Z
142,Thermal Coal,Non-Coking Coal Grade G1-G5,67200,"Newcastle, Australia",8,2024-04-19,2024-04-29,Spot,Panamax,2024-04-28,2024-05-25,High,Spot,23.66,USD,30,Standard,2024-04-11T00:00:00Z
143,Coking Coal,Semi-Soft Coking Coal,81700,"Maputo, Mozambique",3,2024-09-01,2024-09-06,Spot,Panamax,2024-09-03,2024-10-22,Normal,Spot,37.09,USD,50,Standard,2024-08-08T00:00:00Z
144,Thermal Coal,Non-Coking Coal Grade G1-G5,76700,"Newcastle, Australia",1,2022-10-26,2022-11-05,CoA,Panamax,2022-10-27,2022-11-26,Normal,CoA,23.42,USD,30,Standard,2022-09-27T00:00:00Z
145,Coking Coal,Hard Coking Coal,53700,"Vostochny, Russia",5,2024-05-17,2024-05-24,Spot,Supramax,2024-05-18,2024-07-05,Normal,Spot,38.45,USD,50,Standard,2024-05-10T00:00:00Z
146,Thermal Coal,Indonesian High Calorie Coal,70300,"Balikpapan, Indonesia",2,2022-08-12,2022-08-17,CoA,Panamax,2022-08-16,2022-09-04,Normal,CoA,13.89,USD,20,Standard,2022-07-17T00:00:00Z
147,Thermal Coal,Indonesian High Calorie Coal,57200,"Gladstone, Australia",5,2024-03-04,2024-03-11,Spot,Supramax,2024-03-09,2024-04-05,Normal,Spot,23.24,USD,30,Standard,2024-02-09T00:00:00Z
148,Iron Ore,Lump Ore,61200,"Samarinda, Indonesia",3,2024-09-04,2024-09-09,CoA,Supramax,2024-09-07,2024-09-25,Normal,CoA,13.67,USD,20,Standard,2024-08-17T00:00:00Z
149,Coking Coal,PCI Coal,77200,"Vostochny, Russia",4,2022-07-01,2022-07-06,Spot,Panamax,2022-07-03,2022-08-19,Normal,Spot,37.64,USD,50,Standard,2022-06-20T00:00:00Z
150,Thermal Coal,Indonesian High Calorie Coal,71400,"Port Hedland, Australia",2,2024-07-07,2024-07-21,Spot,Panamax,2024-07-20,2024-08-19,Normal,Spot,23.87,USD,30,Standard,2024-06-15T00:00:00Z
151,Coking Coal,Hard Coking Coal,53400,"Maputo, Mozambique",6,2024-02-10,2024-02-24,Spot,Supramax,2024-02-13,2024-04-03,Normal,Spot,36.55,USD,50,Standard,2024-01-31T00:00:00Z
152,Coking Coal,PCI Coal,78000,"Norfolk, USA",2,2025-06-19,2025-06-24,CoA,Panamax,2025-06-21,2025-08-09,Normal,CoA,37.95,USD,50,Standard,2025-05-28T00:00:00Z
153,Coking Coal,PCI Coal,80100,"Balikpapan, Indonesia",1,2024-06-02,2024-06-07,Spot,Panamax,2024-06-05,2024-06-22,High,Spot,14.07,USD,20,Standard,2024-05-08T00:00:00Z
154,Limestone,Calcined Lime,50200,"Maputo, Mozambique",2,2022-10-02,2022-10-09,Spot,Supramax,2022-10-03,2022-11-22,Normal,Spot,35.66,USD,50,Standard,2022-09-03T00:00:00Z
155,Coking Coal,Hard Coking Coal,55700,"Balikpapan, Indonesia",8,2022-08-13,2022-08-18,Spot,Supramax,2022-08-17,2022-09-04,High,Spot,14.77,USD,20,Standard,2022-08-01T00:00:00Z
156,Thermal Coal,Indonesian High Calorie Coal,77100,"Maputo, Mozambique",4,2025-06-05,2025-06-12,CoA,Panamax,2025-06-06,2025-07-27,High,CoA,36.86,USD,50,Standard,2025-05-19T00:00:00Z
157,Thermal Coal,Indonesian High Calorie Coal,66000,"Norfolk, USA",4,2024-04-14,2024-04-19,Spot,Panamax,2024-04-15,2024-06-05,High,Spot,37.39,USD,50,Standard,2024-03-29T00:00:00Z
158,Coking Coal,Hard Coking Coal,60300,"Samarinda, Indonesia",5,2023-06-09,2023-06-16,Spot,Supramax,2023-06-14,2023-07-03,Normal,Spot,14.96,USD,20,Standard,2023-05-12T00:00:00Z
159,Coking Coal,Semi-Soft Coking Coal,71500,"Port Hedland, Australia",1,2023-10-19,2023-10-24,CoA,Panamax,2023-10-21,2023-11-22,Normal,CoA,24.34,USD,30,Standard,2023-10-10T00:00:00Z
160,Coking Coal,Semi-Soft Coking Coal,52300,"Newcastle, Australia",1,2022-02-10,2022-02-17,Spot,Supramax,2022-02-11,2022-03-13,Normal,Spot,26.05,USD,30,Standard,2022-01-19T00:00:00Z
161,Coking Coal,Semi-Soft Coking Coal,74700,"Newcastle, Australia",2,2025-08-28,2025-09-02,CoA,Panamax,2025-08-29,2025-09-30,Normal,CoA,24.6,USD,30,Standard,2025-08-09T00:00:00Z
162,Thermal Coal,Non-Coking Coal Grade G1-G5,51200,"Maputo, Mozambique",4,2022-02-24,2022-03-03,Spot,Supramax,2022-02-26,2022-04-19,High,Spot,37.63,USD,50,Standard,2022-02-10T00:00:00Z
163,Coking Coal,PCI Coal,79200,"Norfolk, USA",2,2022-05-12,2022-05-17,Spot,Panamax,2022-05-16,2022-07-02,Urgent,Spot,38.32,USD,50,Standard,2022-04-21T00:00:00Z
164,Coking Coal,Semi-Soft Coking Coal,75500,"Balikpapan, Indonesia",2,2025-07-31,2025-08-05,Spot,Panamax,2025-08-04,2025-08-23,Normal,Spot,12.84,USD,20,Standard,2025-07-19T00:00:00Z
165,Thermal Coal,Non-Coking Coal Grade G1-G5,76300,"Port Hedland, Australia",8,2021-09-29,2021-10-09,Spot,Panamax,2021-10-06,2021-11-05,Normal,Spot,24.49,USD,30,Standard,2021-09-21T00:00:00Z
166,Thermal Coal,Indonesian High Calorie Coal,65500,"Samarinda, Indonesia",2,2024-04-10,2024-04-15,CoA,Panamax,2024-04-12,2024-04-29,Normal,CoA,12.61,USD,20,Standard,2024-03-31T00:00:00Z
167,Coking Coal,Hard Coking Coal,145000,"Newcastle, Australia",3,2021-09-20,2021-09-30,Spot,Capesize,2021-09-29,2021-10-28,Normal,Spot,18.86,USD,30,Standard,2021-09-01T00:00:00Z
168,Coking Coal,PCI Coal,53800,"Samarinda, Indonesia",5,2025-01-30,2025-02-04,CoA,Supramax,2025-02-03,2025-02-22,Normal,CoA,14.29,USD,20,Standard,2025-01-17T00:00:00Z
169,Coking Coal,Hard Coking Coal,56200,"Baltimore, USA",2,2022-05-08,2022-05-13,Spot,Supramax,2022-05-12,2022-07-03,High,Spot,39.34,USD,50,Standard,2022-04-20T00:00:00Z
170,Coking Coal,Hard Coking Coal,184000,"Tanjung Priok, Indonesia",4,2024-08-16,2024-08-23,CoA,Capesize,2024-08-20,2024-09-09,Normal,CoA,10.61,USD,20,Standard,2024-07-27T00:00:00Z
171,Coking Coal,Semi-Soft Coking Coal,59700,"Tanjung Priok, Indonesia",1,2024-11-02,2024-11-07,Spot,Supramax,2024-11-03,2024-11-22,Normal,Spot,12.52,USD,20,Standard,2024-10-05T00:00:00Z
172,Thermal Coal,Non-Coking Coal Grade G1-G5,80500,"Tanjung Priok, Indonesia",3,2021-02-06,2021-02-16,Spot,Panamax,2021-02-14,2021-03-03,Normal,Spot,14.5,USD,20,Standard,2021-01-25T00:00:00Z
173,Thermal Coal,Non-Coking Coal Grade G1-G5,52600,"Hay Point, Australia",1,2021-05-01,2021-05-08,Spot,Supramax,2021-05-07,2021-06-04,Normal,Spot,23.82,USD,30,Standard,2021-04-11T00:00:00Z
174,Coking Coal,PCI Coal,73300,"Hay Point, Australia",1,2022-05-20,2022-05-27,Spot,Panamax,2022-05-26,2022-06-23,High,Spot,22.72,USD,30,Standard,2022-05-03T00:00:00Z
175,Coking Coal,Hard Coking Coal,69800,"Newcastle, Australia",1,2021-06-27,2021-07-02,Spot,Panamax,2021-06-29,2021-08-01,Normal,Spot,22.76,USD,30,Standard,2021-06-12T00:00:00Z
176,Thermal Coal,Non-Coking Coal Grade G1-G5,52200,"Norfolk, USA",1,2024-11-09,2024-11-19,Spot,Supramax,2024-11-18,2025-01-09,Normal,Spot,36.08,USD,50,Standard,2024-10-29T00:00:00Z
177,Iron Ore,Iron Ore Fines 62% Fe,81600,"Port Hedland, Australia",2,2024-04-19,2024-04-26,CoA,Panamax,2024-04-22,2024-05-19,Normal,CoA,23.17,USD,30,Standard,2024-03-29T00:00:00Z
178,Coking Coal,Hard Coking Coal,145900,"Samarinda, Indonesia",1,2024-06-10,2024-06-17,Spot,Capesize,2024-06-14,2024-07-02,Normal,Spot,10.85,USD,20,Standard,2024-06-01T00:00:00Z
179,Iron Ore,Lump Ore,166000,"Balikpapan, Indonesia",4,2024-11-23,2024-12-03,CoA,Capesize,2024-12-01,2024-12-23,Normal,CoA,11.68,USD,20,Standard,2024-11-07T00:00:00Z
180,Coking Coal,Semi-Soft Coking Coal,144800,"Hay Point, Australia",4,2024-05-03,2024-05-08,Spot,Capesize,2024-05-05,2024-06-03,Normal,Spot,20.74,USD,30,Standard,2024-04-26T00:00:00Z
181,Thermal Coal,Indonesian High Calorie Coal,79500,"Norfolk, USA",2,2022-06-25,2022-06-30,CoA,Panamax,2022-06-28,2022-08-14,High,CoA,40.66,USD,50,Standard,2022-06-12T00:00:00Z
182,Coking Coal,Semi-Soft Coking Coal,74400,"Tanjung Priok, Indonesia",2,2022-03-02,2022-03-09,Spot,Panamax,2022-03-07,2022-03-28,Normal,Spot,15.46,USD,20,Standard,2022-02-18T00:00:00Z
183,Coking Coal,Semi-Soft Coking Coal,148600,"Samarinda, Indonesia",1,2022-01-21,2022-01-28,CoA,Capesize,2022-01-25,2022-02-11,Normal,CoA,12.61,USD,20,Standard,2022-01-02T00:00:00Z
184,Coking Coal,PCI Coal,80500,"Tanjung Priok, Indonesia",2,2024-03-25,2024-04-04,Spot,Panamax,2024-04-02,2024-04-19,Normal,Spot,13.65,USD,20,Standard,2024-03-08T00:00:00Z
185,Coking Coal,PCI Coal,58600,"Hay Point, Australia",8,2021-04-03,2021-04-13,Spot,Supramax,2021-04-10,2021-05-10,Normal,Spot,25.34,USD,30,Standard,2021-03-22T00:00:00Z
186,Coking Coal,Hard Coking Coal,147800,"Norfolk, USA",4,2021-02-06,2021-02-13,Spot,Capesize,2021-02-12,2021-04-06,Normal,Spot,32.41,USD,50,Standard,2021-01-12T00:00:00Z
187,Coking Coal,Semi-Soft Coking Coal,65600,"Balikpapan, Indonesia",8,2021-01-07,2021-01-12,Spot,Panamax,2021-01-11,2021-01-31,Normal,Spot,14.31,USD,20,Standard,2020-12-25T00:00:00Z
188,Thermal Coal,Non-Coking Coal Grade G1-G5,75700,"Port Hedland, Australia",1,2025-06-24,2025-07-01,Spot,Panamax,2025-06-28,2025-07-25,Normal,Spot,25.23,USD,30,Standard,2025-06-04T00:00:00Z
189,Iron Ore,Lump Ore,56400,"Tanjung Priok, Indonesia",1,2022-07-20,2022-07-25,Spot,Supramax,2022-07-21,2022-08-13,High,Spot,15.87,USD,20,Standard,2022-07-09T00:00:00Z
190,Coking Coal,PCI Coal,80300,"Newcastle, Australia",2,2023-06-23,2023-07-03,CoA,Panamax,2023-06-25,2023-07-24,Normal,CoA,25.18,USD,30,Standard,2023-06-09T00:00:00Z
191,Coking Coal,Hard Coking Coal,153600,"Tanjung Priok, Indonesia",1,2021-10-21,2021-10-26,CoA,Capesize,2021-10-23,2021-11-11,High,CoA,13.95,USD,20,Standard,2021-10-10T00:00:00Z
192,Limestone,Calcined Lime,67300,"Newcastle, Australia",1,2021-01-19,2021-02-02,Spot,Panamax,2021-01-23,2021-02-23,Normal,Spot,22.88,USD,30,Standard,2020-12-27T00:00:00Z
193,Iron Ore,Iron Ore Pellets,173700,"Newcastle, Australia",1,2021-09-05,2021-09-12,Spot,Capesize,2021-09-09,2021-10-09,Normal,Spot,22.14,USD,30,Standard,2021-08-18T00:00:00Z
194,Coking Coal,Hard Coking Coal,73200,"Balikpapan, Indonesia",1,2025-12-16,2025-12-21,Spot,Panamax,2025-12-18,2026-01-09,Normal,Spot,15.09,USD,20,Fast discharge required,2025-12-07T00:00:00Z
195,Coking Coal,Hard Coking Coal,76700,"Hay Point, Australia",2,2022-09-26,2022-10-01,CoA,Panamax,2022-09-27,2022-10-25,Normal,CoA,26.09,USD,30,Standard,2022-09-04T00:00:00Z
196,Coking Coal,PCI Coal,68500,"Gladstone, Australia",3,2024-08-11,2024-08-16,Spot,Panamax,2024-08-13,2024-09-10,Normal,Spot,25.07,USD,30,Standard,2024-07-30T00:00:00Z
197,Iron Ore,Lump Ore,75800,"Baltimore, USA",2,2022-10-18,2022-10-25,Spot,Panamax,2022-10-21,2022-12-07,Normal,Spot,37.71,USD,50,Standard,2022-09-23T00:00:00Z
198,Coking Coal,Semi-Soft Coking Coal,61300,"Gladstone, Australia",2,2023-08-29,2023-09-03,Spot,Supramax,2023-08-30,2023-10-02,Normal,Spot,23.66,USD,30,Standard,2023-08-09T00:00:00Z
199,Thermal Coal,Non-Coking Coal Grade G1-G5,78400,"Norfolk, USA",2,2024-08-17,2024-08-24,CoA,Panamax,2024-08-22,2024-10-12,Normal,CoA,37.9,USD,50,Standard,2024-08-09T00:00:00Z
200,Coking Coal,PCI Coal,54900,"Newcastle, Australia",2,2021-02-23,2021-02-28,Spot,Supramax,2021-02-26,2021-03-26,Normal,Spot,24.43,USD,30,Self-unloader preferred,2021-01-27T00:00:00Z
201,Coking Coal,Semi-Soft Coking Coal,161300,"Norfolk, USA",3,2025-12-26,2025-12-31,Spot,Capesize,2025-12-27,2026-02-15,Normal,Spot,31.8,USD,50,Standard,2025-11-30T00:00:00Z
202,Coking Coal,Semi-Soft Coking Coal,61200,"Newcastle, Australia",1,2021-04-15,2021-04-22,Spot,Supramax,2021-04-17,2021-05-18,High,Spot,24.43,USD,30,Fast discharge required,2021-03-27T00:00:00Z
203,Coking Coal,Hard Coking Coal,25200,"Gladstone, Australia",6,2025-03-22,2025-03-29,CoA,Handysize,2025-03-28,2025-04-26,Normal,CoA,27.34,USD,30,Standard,2025-03-03T00:00:00Z
204,Coking Coal,PCI Coal,79300,"Hay Point, Australia",3,2021-06-05,2021-06-12,Spot,Panamax,2021-06-07,2021-07-09,Normal,Spot,22.62,USD,30,Standard,2021-05-15T00:00:00Z
205,Thermal Coal,Indonesian High Calorie Coal,69900,"Newcastle, Australia",3,2024-02-22,2024-02-27,Spot,Panamax,2024-02-24,2024-03-28,Normal,Spot,23.98,USD,30,Standard,2024-01-30T00:00:00Z
206,Coking Coal,Hard Coking Coal,61800,"Baltimore, USA",2,2026-01-15,2026-01-20,Spot,Supramax,2026-01-18,2026-03-10,Normal,Spot,38.88,USD,50,Standard,2025-12-27T00:00:00Z
207,Coking Coal,PCI Coal,140200,"Hay Point, Australia",1,2024-02-15,2024-02-22,CoA,Capesize,2024-02-19,2024-03-21,Normal,CoA,20.89,USD,30,Standard,2024-02-08T00:00:00Z
208,Coking Coal,PCI Coal,143200,"Newcastle, Australia",4,2022-01-31,2022-02-05,Spot,Capesize,2022-02-04,2022-03-06,High,Spot,17.4,USD,30,Standard,2022-01-16T00:00:00Z
209,Limestone,SMS Grade Limestone,51100,"Gladstone, Australia",3,2024-09-01,2024-09-11,Spot,Supramax,2024-09-03,2024-10-01,High,Spot,25.87,USD,30,Geared vessel required,2024-08-14T00:00:00Z
210,Coking Coal,Semi-Soft Coking Coal,73600,"Tanjung Priok, Indonesia",9,2023-02-15,2023-03-01,Spot,Panamax,2023-02-18,2023-03-13,Normal,Spot,12.56,USD,20,Standard,2023-02-08T00:00:00Z
211,Thermal Coal,Indonesian High Calorie Coal,52200,"Tanjung Priok, Indonesia",3,2026-02-17,2026-02-22,CoA,Supramax,2026-02-19,2026-03-11,High,CoA,16.32,USD,20,Standard,2026-01-22T00:00:00Z
212,Coking Coal,Semi-Soft Coking Coal,74000,"Vostochny, Russia",3,2024-02-27,2024-03-05,Spot,Panamax,2024-03-03,2024-04-20,Normal,Spot,37.87,USD,50,Standard,2024-02-13T00:00:00Z
213,Iron Ore,Iron Ore Fines 62% Fe,75600,"Gladstone, Australia",1,2025-02-19,2025-02-24,CoA,Panamax,2025-02-21,2025-03-21,Normal,CoA,26.69,USD,30,Standard,2025-02-05T00:00:00Z
214,Iron Ore,Lump Ore,78200,"Norfolk, USA",2,2021-06-09,2021-06-14,Spot,Panamax,2021-06-10,2021-07-31,Normal,Spot,36.79,USD,50,Standard,2021-05-12T00:00:00Z
215,Iron Ore,Iron Ore Fines 62% Fe,184000,"Samarinda, Indonesia",3,2023-06-09,2023-06-14,Spot,Capesize,2023-06-11,2023-07-01,Normal,Spot,11.9,USD,20,Geared vessel required,2023-05-13T00:00:00Z
216,Coking Coal,Hard Coking Coal,76000,"Maputo, Mozambique",9,2025-05-06,2025-05-16,Spot,Panamax,2025-05-11,2025-06-29,Normal,Spot,37.02,USD,50,Fast discharge required,2025-04-22T00:00:00Z
217,Coking Coal,Hard Coking Coal,75600,"Newcastle, Australia",2,2021-11-06,2021-11-16,CoA,Panamax,2021-11-08,2021-12-11,Normal,CoA,24.46,USD,30,Standard,2021-10-09T00:00:00Z
218,Coking Coal,Semi-Soft Coking Coal,70100,"Baltimore, USA",3,2021-06-22,2021-06-27,CoA,Panamax,2021-06-26,2021-08-16,Normal,CoA,40.1,USD,50,Standard,2021-05-25T00:00:00Z
219,Coking Coal,Hard Coking Coal,80600,"Baltimore, USA",8,2021-08-13,2021-08-20,Spot,Panamax,2021-08-14,2021-10-02,Normal,Spot,35.32,USD,50,Standard,2021-08-05T00:00:00Z
220,Iron Ore,Lump Ore,185000,"Port Hedland, Australia",4,2024-05-27,2024-06-06,Spot,Capesize,2024-05-31,2024-07-02,Normal,Spot,20.4,USD,30,Standard,2024-05-03T00:00:00Z
221,Coking Coal,Hard Coking Coal,58000,"Port Hedland, Australia",1,2022-07-06,2022-07-13,Spot,Supramax,2022-07-10,2022-08-11,High,Spot,22.66,USD,30,Standard,2022-06-12T00:00:00Z
222,Thermal Coal,Indonesian High Calorie Coal,56100,"Maputo, Mozambique",2,2023-04-03,2023-04-10,Spot,Supramax,2023-04-05,2023-05-23,Normal,Spot,37.52,USD,50,Standard,2023-03-18T00:00:00Z
223,Coking Coal,Semi-Soft Coking Coal,58600,"Port Hedland, Australia",1,2022-08-18,2022-08-28,Spot,Supramax,2022-08-22,2022-09-23,Normal,Spot,21.73,USD,30,Standard,2022-07-25T00:00:00Z
224,Coking Coal,PCI Coal,170800,"Tanjung Priok, Indonesia",1,2025-11-22,2025-11-29,CoA,Capesize,2025-11-25,2025-12-15,Normal,CoA,14.48,USD,20,Standard,2025-10-31T00:00:00Z
225,Thermal Coal,Non-Coking Coal Grade G1-G5,76400,"Samarinda, Indonesia",4,2024-05-26,2024-06-02,CoA,Panamax,2024-05-28,2024-06-18,Normal,CoA,14.6,USD,20,Standard,2024-05-07T00:00:00Z
226,Iron Ore,Iron Ore Pellets,67900,"Vostochny, Russia",3,2024-04-29,2024-05-13,Spot,Panamax,2024-05-06,2024-06-24,High,Spot,36.27,USD,50,Fast discharge required,2024-04-14T00:00:00Z
227,Coking Coal,Semi-Soft Coking Coal,81400,"Hay Point, Australia",2,2024-06-19,2024-06-26,Spot,Panamax,2024-06-22,2024-07-23,Normal,Spot,22.59,USD,30,Standard,2024-06-03T00:00:00Z
228,Coking Coal,PCI Coal,148700,"Maputo, Mozambique",4,2024-10-24,2024-10-31,Spot,Capesize,2024-10-29,2024-12-17,Normal,Spot,33.8,USD,50,Standard,2024-10-10T00:00:00Z
229,Iron Ore,Iron Ore Pellets,75000,"Norfolk, USA",2,2025-02-23,2025-02-28,Spot,Panamax,2025-02-25,2025-04-15,High,Spot,38.91,USD,50,Standard,2025-01-30T00:00:00Z
230,Coking Coal,Semi-Soft Coking Coal,74300,"Baltimore, USA",3,2023-07-01,2023-07-08,Spot,Panamax,2023-07-04,2023-08-20,Normal,Spot,39.2,USD,50,Standard,2023-06-04T00:00:00Z
231,Coking Coal,PCI Coal,162800,"Tanjung Priok, Indonesia",3,2022-10-22,2022-10-27,Spot,Capesize,2022-10-23,2022-11-12,Urgent,Spot,12.18,USD,20,Standard,2022-10-04T00:00:00Z
232,Iron Ore,Lump Ore,54000,"Newcastle, Australia",2,2025-06-20,2025-06-30,CoA,Supramax,2025-06-26,2025-07-26,Normal,CoA,25.13,USD,30,Standard,2025-05-30T00:00:00Z
233,Limestone,SMS Grade Limestone,77200,"Gladstone, Australia",3,2024-12-30,2025-01-06,CoA,Panamax,2025-01-03,2025-02-02,Normal,CoA,23.7,USD,30,Standard,2024-12-06T00:00:00Z
234,Thermal Coal,Indonesian High Calorie Coal,79400,"Samarinda, Indonesia",3,2023-06-03,2023-06-10,Spot,Panamax,2023-06-05,2023-06-28,Normal,Spot,15.39,USD,20,Standard,2023-05-17T00:00:00Z
235,Coking Coal,Semi-Soft Coking Coal,79500,"Norfolk, USA",1,2022-10-27,2022-11-06,CoA,Panamax,2022-11-05,2022-12-24,Normal,CoA,37.62,USD,50,Standard,2022-10-17T00:00:00Z
236,Coking Coal,Semi-Soft Coking Coal,183300,"Gladstone, Australia",1,2022-09-26,2022-10-06,Spot,Capesize,2022-10-05,2022-11-06,Urgent,Spot,19.13,USD,30,Standard,2022-09-04T00:00:00Z
237,Coking Coal,Semi-Soft Coking Coal,51900,"Samarinda, Indonesia",3,2024-02-21,2024-03-02,Spot,Supramax,2024-02-24,2024-03-13,Normal,Spot,16.23,USD,20,Self-unloader preferred,2024-02-11T00:00:00Z
238,Iron Ore,Iron Ore Pellets,162900,"Gladstone, Australia",1,2025-09-13,2025-09-20,CoA,Capesize,2025-09-17,2025-10-14,Normal,CoA,21.98,USD,30,Standard,2025-09-05T00:00:00Z
239,Coking Coal,Hard Coking Coal,59400,"Baltimore, USA",2,2021-02-17,2021-02-22,CoA,Supramax,2021-02-20,2021-04-12,High,CoA,37.17,USD,50,Standard,2021-01-27T00:00:00Z
240,Coking Coal,Hard Coking Coal,78000,"Tanjung Priok, Indonesia",3,2022-07-31,2022-08-07,Spot,Panamax,2022-08-03,2022-08-26,Normal,Spot,15.23,USD,20,Standard,2022-07-05T00:00:00Z
241,Coking Coal,Hard Coking Coal,168800,"Norfolk, USA",1,2023-10-09,2023-10-23,Spot,Capesize,2023-10-12,2023-12-01,Normal,Spot,32.04,USD,50,Standard,2023-09-18T00:00:00Z
242,Iron Ore,Iron Ore Pellets,71000,"Newcastle, Australia",2,2023-04-07,2023-04-12,Spot,Panamax,2023-04-09,2023-05-12,High,Spot,23.29,USD,30,Standard,2023-03-23T00:00:00Z
243,Thermal Coal,Indonesian High Calorie Coal,65500,"Gladstone, Australia",1,2023-12-10,2023-12-17,CoA,Panamax,2023-12-16,2024-01-18,Normal,CoA,24.32,USD,30,Standard,2023-11-26T00:00:00Z
244,Iron Ore,Lump Ore,144700,"Baltimore, USA",4,2021-09-04,2021-09-11,Spot,Capesize,2021-09-07,2021-10-27,Normal,Spot,30.45,USD,50,Standard,2021-08-23T00:00:00Z
245,Coking Coal,PCI Coal,75500,"Hay Point, Australia",2,2025-01-01,2025-01-08,Spot,Panamax,2025-01-04,2025-02-04,Normal,Spot,25.81,USD,30,Fast discharge required,2024-12-17T00:00:00Z
246,Iron Ore,Lump Ore,144800,"Maputo, Mozambique",1,2023-10-09,2023-10-14,Spot,Capesize,2023-10-12,2023-12-02,Normal,Spot,31.99,USD,50,Standard,2023-09-13T00:00:00Z
247,Coking Coal,PCI Coal,50300,"Gladstone, Australia",5,2022-03-14,2022-03-21,Spot,Supramax,2022-03-20,2022-04-22,Normal,Spot,25.07,USD,30,Standard,2022-02-28T00:00:00Z
248,Coking Coal,PCI Coal,60600,"Maputo, Mozambique",5,2026-01-20,2026-01-27,CoA,Supramax,2026-01-24,2026-03-16,High,CoA,36.38,USD,50,Standard,2025-12-27T00:00:00Z
249,Coking Coal,Hard Coking Coal,156000,"Hay Point, Australia",3,2025-06-02,2025-06-09,Spot,Capesize,2025-06-04,2025-07-06,Normal,Spot,22.76,USD,30,Standard,2025-05-10T00:00:00Z
